,VYM,HYG,TIP,claim
2012-02-01,0.016285236684075333,0.007550557746123232,0.022379504826416152,-0.07558220444353081
2012-03-01,0.02635646718490392,0.014823219536548748,-0.0076577140312759084,0.05799022334454662
2012-04-01,0.022402928227121865,-0.015597855772927716,-0.0038933608215527826,-0.061907688382739856
2012-05-01,-0.0014369293245297676,0.004749028749889028,0.009453142643755186,-0.0010286583166063679
2012-06-01,-0.07196123563033785,-0.048421126939302006,0.016413615725180186,-0.04455997739901596
2012-07-01,0.0632960277078971,0.04963238073491638,-0.011720345293429801,0.02512557755057765
2012-08-01,0.017052287873075667,0.008983408354553468,0.015679113350119067,0.0035195360590325464
2012-09-01,0.007711077169656022,0.001416816759267192,-0.004206712187882822,-0.01872311167228391
2012-10-01,0.02139867672043083,-0.0017113306226361757,0.008395802054488755,0.06134014010292388
2012-11-01,-0.004760024854354672,0.00952217528041377,0.0007374329475071661,0.0030063679983327596
2012-12-01,-0.01663865186607616,0.005281038301613528,0.005717101491657495,0.09427790597795438
2013-01-01,0.021794324598984893,0.012816580438197889,-0.011879056658269604,0.10366861285051021
2013-02-01,0.039935525773544533,-0.007991092548008005,-0.009522698549454311,-0.18213849421782946
2013-03-01,0.015276110357533401,0.002564103968937914,0.011005034322820073,0.06776180102988016
2013-04-01,0.024770212825950377,0.003302266649390262,-0.002306806097915448,-0.08549510486322287
2013-05-01,0.020242874485976614,0.012366061508334525,0.004690401522265297,-0.017520177306482587
2013-06-01,0.02752953101315736,-0.030285957311025236,-0.0460314738831924,-0.0491020047095625
2013-07-01,-0.014023016820749135,-0.01604400035561593,-0.03775355304698902,0.022225059763635535
2013-08-01,0.04790716190455413,0.008326990155035574,-8.927375803757798e-05,0.00039111198523400503
2013-09-01,-0.05073551804139864,-0.013843332475394377,-0.017562481392035423,-0.028784851507088316
2013-10-01,0.023616946513338455,0.0125331455863682,0.02094929389856315,0.062980939887463
2013-11-01,0.04347407630014022,0.01399534641634137,-0.0031190151382682885,0.0006988516452457461
2013-12-01,0.015766462250356383,0.001937359340226763,-0.009055515325733232,0.0827311260024346
2014-01-01,0.005686911093953917,0.00043001505715256627,-0.006959221904637047,0.055677426376536054
2014-02-01,-0.05392321205343631,-0.0057127614271816896,0.023395500805997393,-0.13779509885243035
2014-03-01,0.051652327054831026,0.02001243951501408,0.0030961146409786977,0.07494361821380746
2014-04-01,0.028179898614139276,-0.002758622439079872,-0.013426601025757101,-0.05801070977807399
2014-05-01,0.015819892931641988,-0.003192510958849759,0.017920990613596643,0.00583636750655403
2014-06-01,0.016949558313773316,0.005315203328803975,0.006485561734031364,-0.05777922346290021
2014-07-01,0.017868434218536677,0.005181632700752559,0.0007859232819509288,0.02263536721640591
2014-08-01,-0.02338399899015009,-0.02965162376270314,0.003746464848237707,-0.006516772546627525
2014-09-01,0.03620851117101953,0.020220090912621558,-0.004794499878663316,-0.013254905679110696
2014-10-01,-0.028251315398528654,-0.024357276998808963,-0.013813954214374924,0.06082347540039468
2014-11-01,0.03856980317577463,0.007174723678812001,0.0018588188578547715,0.014426915435044929
2014-12-01,0.02147188250946641,-0.02767582745163555,-0.001327375089810623,0.09506903217048013
2015-01-01,-0.01358402390851321,-0.0022296553272695974,-0.0017725786791391585,0.0864034570587906
2015-02-01,-0.01539506983554606,0.006784965687662847,0.024707757663949614,-0.15591150762589523
2015-03-01,0.03726959291588727,0.01376143256136153,-0.020458835630371652,0.06671851076000035
2015-04-01,-0.034613548857771015,-0.01176807641958888,0.011068278840366652,-0.07834289132807504
2015-05-01,0.02976194116780917,0.0044155055733456905,-0.005079709644125074,-0.0036739226589599383
2015-06-01,-0.0025780592909745437,-0.0014329018709622332,-0.012190963703279323,-0.05717156766738363
2015-07-01,-0.02851102208489742,-0.025018057114606584,-0.00776269791485884,0.026984347977170753
2015-08-01,0.0008849558099663923,-0.011488495805700438,0.008118158684619736,-0.011809435851700911
2015-09-01,-0.0858460396131715,-0.021158081603725343,-0.013236934173712633,-0.02120703832907589
2015-10-01,0.00544698559179313,-0.038351728829082,-0.00036019811285381564,0.06291295393581198
2015-11-01,0.0925612670929361,0.036714493052295794,-0.0010813734495247473,-0.016904555953053624
2015-12-01,0.00014563460303929077,-0.026086373686450948,0.002701244214100562,0.061524549594034195
2016-01-01,-0.040415543469261905,-0.03845214745112013,-0.00994043970525027,0.05042376977736396
2016-02-01,-0.018981130094148924,-0.021069346849738935,0.00985051569098161,-0.06644115566107756
2016-03-01,0.027286198592634037,0.03125450507496996,0.011178296588842507,0.06015678016551895
2016-04-01,0.041964199099032484,0.005545642409020779,0.020072863405727226,-0.07253631588221499
2016-05-01,0.008757503389560384,0.025839977148244486,-0.0020067188167569583,-0.011790652377557276
2016-06-01,0.009531333270429876,-0.0019180058625023477,-0.004990598284270398,-0.052468847340009006
2016-07-01,0.012102596357928874,0.013467815745097589,0.02710239915305035,0.03069043993049947
2016-08-01,0.019942497217382282,0.0009466336051842106,-0.011253930896731212,0.0010009054479573898
2016-09-01,-0.00027427317780315263,0.022801338593244402,-0.0002592128584089082,-0.0257993541006436
2016-10-01,-0.013671413654973819,0.003692595933613596,0.005687219120589226,0.06594466424649204
2016-11-01,-0.016543206386030462,-0.017662555373814115,-0.004391826219552364,-0.0070403068332201
2016-12-01,0.04613440656058909,-0.005053780516047546,-0.02605497973551607,0.09195595404656887
2017-01-01,0.027822094046772605,0.02375242646778286,0.0034487366719542223,0.053231168392418926
2017-02-01,-0.010293044161086229,0.004248241075446302,0.005809364106839965,-0.11696773302343155
2017-03-01,0.05220149042143074,0.010825699709198666,0.0001755155774585404,0.07381771776357215
2017-04-01,-0.025114456558434917,-0.009909529237418724,0.007082616062868752,-0.08236068509218253
2017-05-01,0.0010322581561768018,0.004910086941522174,-0.0037536598567511348,-0.009360848418478618
2017-06-01,0.012177295895939189,0.008393878684840317,0.00026234095729993356,-0.04789601968954216
2017-07-01,0.00012739664964112052,-0.006345630358373988,-0.012670649057546335,0.013339641271729263
2017-08-01,0.012909937559955509,0.007474553485723234,0.005387040007001076,8.112566369788965e-05
2017-09-01,-0.0002515406880325699,-0.003503818221521904,0.005095328602719107,-0.007350496400663431
2017-10-01,0.025214029014533068,0.00033961623692047027,-0.006505517449141962,0.048140942833743594
2017-11-01,0.014006684138748504,-0.003742137382760191,0.0028183918603330582,-0.0010129520190136354
2017-12-01,0.027555867696967162,-0.007297637859655204,-0.0007918701746776335,0.11355712199449508
2018-01-01,0.010883028250019855,-0.0004578754658748352,0.0016709911104175745,0.10308697195784067
2018-02-01,0.036005946683223655,-0.006547608252017056,-0.011400415109250162,-0.19053812935965198
2018-03-01,-0.05848673806702287,-0.017438247051440037,-0.0022244970689264676,0.048617754845156735
2018-04-01,-0.04094103505369695,-0.0036421352603293045,0.0054191044534812605,-0.06492738849461821
2018-05-01,0.022075951699199514,0.005165543300895692,-0.009614602685300788,-0.01901619423698442
2018-06-01,0.026218057659756155,-0.00246204473977496,0.0016981726385134621,-0.038630255786881396
2018-07-01,-0.019327731215070365,-0.004824390130258038,0.004455144141607192,0.022497995281240524
2018-08-01,0.03422274652326607,0.012308929805636915,-0.012344731416770394,-0.0038142758738195504
2018-09-01,0.01593751253460507,-0.00023304591109862827,0.004042224232956748,-0.025096700394425575
2018-10-01,0.0022888542837522508,0.005694048270352248,-0.012266772378855428,0.06722386188126883
2018-11-01,-0.041903778950364234,-0.023210513296329616,-0.014442664207741096,-0.002259897640009001
2018-12-01,0.033293427838161804,-0.006186077305015303,0.006515876767922535,0.06593016082049674
2019-01-01,-0.10455373868788698,-0.034107317227138445,0.0032876741941914034,0.033021430850085576
2019-02-01,0.060835436616414995,0.044553756005766054,0.009076119664666926,-0.10132827555795254
2019-03-01,0.037704637596940316,0.0109226524877295,-0.00018071744876202445,0.09071515704214939
2019-04-01,0.003704994396814598,0.005358819906988721,0.01782322940828962,-0.08031929350763178
2019-05-01,0.008973829204068196,0.0025527978588337774,0.0034560714980189644,0.006942780886515454
2019-06-01,-0.04545704690873276,-0.019188607941072355,0.016668514703323645,-0.04963436129376442
2019-07-01,0.05230560694910391,0.025311901292303318,-0.002613469559679338,0.01666877560636859
2019-08-01,-0.009830897648889447,-0.003461408786589182,0.006520911686659581,-0.00846023916222105
2019-09-01,-0.012833287867348275,0.0002311337118801049,0.017695015898345545,-0.020289810364519933
2019-10-01,0.01833221339749702,0.000924000989741991,-0.00966769731971251,0.06495236136327565
2019-11-01,0.03226267565378471,0.002306274084967086,-0.0009461145504268131,0.005735411336448948
2019-12-01,0.009577879130654665,-0.003230275074709077,-0.0008608815958677241,0.06849908357974321
2020-01-01,0.02915343586618757,0.02024661668397254,0.008831783022722028,0.03344554382303766
2020-02-01,-0.024998608109259024,-0.013222579514680532,0.012808182220136466,-0.07740590187960716
2020-03-01,-0.05991565333583537,-0.009685305734464578,0.013893762163660561,0.09658375681739839
2020-04-01,-0.241646629507005,-0.14607309148089076,-0.015496394196614638,0.17816426732746393
2020-05-01,0.11326546285879857,0.053516618770183655,0.021297835961142653,-0.13906558661899782
2020-06-01,0.056089466651043196,0.05007241723926015,0.007737937851968191,-0.11351860653589085
2020-07-01,-0.02279839281399365,-0.014490360085299692,0.009223425791911488,0.10797153525483294
2020-08-01,0.03640404486977289,0.04250339631297351,0.023685423395559013,-0.00621975278227227
2020-09-01,0.028222063207845594,0.0009399601209043595,0.008060735916773254,-0.07521992750807094
2020-10-01,-0.03438351215189428,-0.015623468458930923,-0.007822725681209342,0.06296987047536762
2020-11-01,0.0020991549351689898,-0.0013130410719668362,-0.0054886189570302335,0.0995706381666901
2020-12-01,0.10627289073190571,0.029192280091848488,0.005012541823544048,0.19357554824906442
2021-01-01,0.002658397666610135,0.010616300955057056,0.014106384669133831,0.01736695148638434
2021-02-01,0.01395090457555348,-0.002183281533731929,-0.0006262231124409823,-0.2794496720786852
2021-03-01,0.05888413384788116,0.0019536867674840863,-0.018173698672212524,-0.041574657236478796
2021-04-01,0.04396422932281574,-0.0003444910179331018,0.0011953621377944756,-0.05301484286886016
2021-05-01,0.03062848449512945,0.0012625539697230792,0.009748442566103854,0.005095013612015364
2021-06-01,0.02190419901264118,-0.0003441748442165604,0.005270415346291024,-0.051998393752217265
2021-07-01,-0.015718710385054457,0.008796538129335119,-0.001256084322786677,0.05032878583835121
2021-08-01,-0.0024696061183888673,-0.006618762037950532,0.019833432545396157,0.16452096396014193
2021-09-01,0.018841819770877066,0.006277484519138454,-0.008507398564911561,0.027450350655232825
2021-10-01,-0.02399057256391668,-0.005476339984157086,-0.007327753400222292,-0.040143459529978553
2021-11-01,0.04037451844989004,-0.00977187749422459,0.0017979289580392077,-0.03781220117703965
2021-12-01,-0.033135702194122985,-0.01384306407595659,0.008012177745433391,0.10173660695095466
2022-01-01,0.06671892679829572,0.018568480579459035,-0.004737321017449503,0.14582556274460723
2022-02-01,-0.0014214643473771105,-0.026093501391301288,-0.025066339587153763,-0.24099045740314562
2022-03-01,-0.03851683575530007,-0.019064082667376248,0.020384683096088096,-0.07903257029169364
2022-04-01,0.040736986749385196,-0.014296342353158131,-0.03802012021637591,-0.08583104989222923
2022-05-01,-0.043883389493191594,-0.04645609949284957,-0.03893153569866037,0.03327496572355537
2022-06-01,0.024174787759615235,0.008528022154839832,-0.011041389562911341,-0.024230168526103935
2022-07-01,-0.07318279009469109,-0.06438644144752104,-0.016533572179817213,0.04708666776261383
2022-08-01,0.03350236756374958,0.05175952793845884,0.01687513140096719,-0.004669801148935893
2022-09-01,-0.01900655904069115,-0.04663615148952349,-0.0481841837214958,-0.03187424231546521
2022-10-01,-0.06695276699422514,-0.03266879733353001,-0.04930543755576089,0.0543949136071209
2022-11-01,0.09112341431503435,0.02225978141879459,0.0011287744590475768,0.011632976293420416
2022-12-01,0.05705955565193843,0.02721165152427929,0.02781304708356025,0.11401001588027748
2023-01-01,-0.045513803559233956,-0.02476865356657587,-0.02359145443551025,-0.04035492711841915
2023-02-01,0.026853380841831864,0.039731526243287796,0.02368288300700261,-0.14988831045253592
2023-03-01,-0.03802460109495254,-0.03837687959885283,-0.02405741484658641,0.07756410659087054
2023-04-01,-0.004879889563722095,0.01717932465833716,0.032614590413006184,-0.0660879197017521
